,dipolarophile
1209,COC1(OC)C#CC(F)CCCC1
1210,FC1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1211,COC1(C#N)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1212,COC(=O)C1(F)C#CC(Cl)(Cl)CCCC1
1213,CNC(=O)C1(Br)C#CC(C(C)=O)(C(C)=O)CCCC1
1214,CNC(=O)C1(C(=O)NC)C#CC(Br)(OC)CCCC1
1215,CC(=O)C1(C)C#CC(Br)(Br)CCCC1
1216,CC(=O)C1(C(F)(F)F)C#CCCCCC1
1217,N#CC1(C#N)C#CC(Br)CCCC1
1218,CC(=O)C1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1219,COC1(OC)C#CC(F)(C(F)(F)F)CCCC1
1220,CC1(F)C#CC(Br)(Br)CCCC1
1221,CC1(C)C#CC(C#N)(c2ccccc2)CCCC1
1222,CNC(=O)C1(Cl)C#CC(Br)(Br)CCCC1
1223,COC1C#CC(Cl)(Cl)CCCC1
1224,COC(=O)C1(Cl)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1225,CC1C#CC(F)(F)CCCC1
1226,CC(=O)C1(F)C#CC(C(C)=O)(C(C)=O)CCCC1
1227,CC(=O)C1(C#N)C#CC(C#N)(C#N)CCCC1
1228,CNC(=O)C1C#CC(C)(C)CCCC1
1229,CC(=O)C1(C#N)C#CC(C)(C)CCCC1
1230,COC(=O)C1(C(=O)OC)C#CC(Br)(c2ccccc2)CCCC1
1231,COC(=O)C1(Cl)C#CCCCCC1
1232,COC(=O)C1(C(F)(F)F)C#CC(C#N)(C#N)CCCC1
1233,ClC1(Cl)C#CC(c2ccccc2)CCCC1
1234,BrC1(Br)C#CC(Br)(Br)CCCC1
1235,COC(=O)C1(C(=O)OC)C#CC(Cl)(C(F)(F)F)CCCC1
1236,COC(=O)C1(C(=O)OC)C#CC(Cl)CCCC1
1237,COC(=O)C1(Br)C#CC(C(=O)OC)(C(=O)OC)CCCC1
1238,FC(F)(F)C1(F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1239,CC(=O)C1(C)C#CCCCCC1
1240,COC1(OC)C#CC(C)(C(C)=O)CCCC1
1241,CC(=O)C1(Br)C#CC(Br)(Br)CCCC1
1242,CC1(C)C#CC(Br)(C(F)(F)F)CCCC1
1243,FC(F)(F)C1C#CC(c2ccccc2)(c2ccccc2)CCCC1
1244,COC(=O)C1C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1245,COC(=O)C1(C(C)=O)C#CC(F)(F)CCCC1
1246,COC1(F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1247,CC(=O)C1(C(C)=O)C#CC(F)(C(F)(F)F)CCCC1
1248,CC(=O)C1(Cl)C#CC(C#N)(C#N)CCCC1
1249,CC1(C)C#CC(Br)(Br)CCCC1
1250,CNC(=O)C1C#CC(F)(F)CCCC1
1251,COC1(C(C)=O)C#CC(C#N)(C#N)CCCC1
1252,CC1(C(F)(F)F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1253,COC1(OC)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1254,N#CC1(C#N)C#CC(C#N)(C#N)CCCC1
1255,CC(=O)C1(C(C)=O)C#CC(Cl)(c2ccccc2)CCCC1
1256,CNC(=O)C1(C(=O)NC)C#CC(Cl)(C(C)=O)CCCC1
1257,CC(=O)C1(Br)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1258,COC1(C(F)(F)F)C#CC(C(C)=O)(C(C)=O)CCCC1
1259,CC1C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1260,COC(=O)C1(OC)C#CC(C#N)(C#N)CCCC1
1261,COC1(F)C#CC(F)(F)CCCC1
1262,COC1(OC)C#CC(Cl)(Cl)CCCC1
1263,COC(=O)C1(OC)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1264,COC1(C(C)=O)C#CC(F)(F)CCCC1
1265,COC(=O)C1(F)C#CC(OC)(OC)CCCC1
1266,BrC1(Br)C#CC(Br)(c2ccccc2)CCCC1
1267,COC(=O)C1(C(=O)OC)C#CC(F)(Br)CCCC1
1268,CC(=O)C1(C(F)(F)F)C#CC(C)(C)CCCC1
1269,CC(=O)C1(C(C)=O)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1270,COC1(OC)C#CC(Br)(c2ccccc2)CCCC1
1271,CC1(C#N)C#CCCCCC1
1272,COC1(OC)C#CC(C)(C#N)CCCC1
1273,FC1(F)C#CC(Br)CCCC1
1274,N#CC1(C#N)C#CCCCCC1
1275,FC1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1276,CNC(=O)C1(Cl)C#CC(F)(F)CCCC1
1277,CC1(C)C#CC(F)(F)CCCC1
1278,CC(=O)C1(C(C)=O)C#CC(C(C)=O)(C(C)=O)CCCC1
1279,ClC1(Cl)C#CC(Cl)(Br)CCCC1
1280,CNC(=O)C1(C(=O)NC)C#CC(F)CCCC1
1281,COC(=O)C1(F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1282,FC(F)(F)C1(Br)C#CC(Br)(Br)CCCC1
1283,FC1(Br)C#CCCCCC1
1284,COC1(OC)C#CC(Cl)(Cl)CCCC1
1285,FC1(c2ccccc2)C#CCCCCC1
1286,CNC(=O)C1(c2ccccc2)C#CC(F)(F)CCCC1
1287,COC1(C#N)C#CC(C#N)(C#N)CCCC1
1288,CC1(Br)C#CC(C#N)(C#N)CCCC1
1289,CNC(=O)C1(C(=O)NC)C#CC(OC)(OC)CCCC1
1290,COC1(C(C)=O)C#CC(C(C)=O)(C(C)=O)CCCC1
1291,FC1(F)C#CC(C(F)(F)F)CCCC1
1292,N#CC1(C#N)C#CC(Br)(C(F)(F)F)CCCC1
1293,N#CC1(Br)C#CC(Br)(Br)CCCC1
1294,COC(=O)C1(C(C)=O)C#CC(C(=O)OC)(C(=O)OC)CCCC1
1295,CNC(=O)C1(Br)C#CC(Br)(Br)CCCC1
1296,COC1(F)C#CC(C(C)=O)(C(C)=O)CCCC1
1297,COC1(Cl)C#CCCCCC1
1298,CNC(=O)C1(Cl)C#CC(C#N)(C#N)CCCC1
1299,CNC(=O)C1(C(=O)NC)C#CC(Cl)(c2ccccc2)CCCC1
1300,COC1(C(F)(F)F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1301,COC1(F)C#CC(C#N)(C#N)CCCC1
1302,CC1(C)C#CC(C)(c2ccccc2)CCCC1
1303,CC1(C)C#CC(C)(Br)CCCC1
1304,CC(=O)C1(C(F)(F)F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1305,COC(=O)C1(C(=O)OC)C#CC(C#N)(c2ccccc2)CCCC1
1306,COC1(Cl)C#CCCCCC1
1307,N#CC1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1308,CNC(=O)C1(F)C#CC(C(C)=O)(C(C)=O)CCCC1
1309,N#CC1(Cl)C#CCCCCC1
1310,CC(=O)C1(C(C)=O)C#CC(Br)(C(F)(F)F)CCCC1
1311,CNC(=O)C1(C(F)(F)F)C#CC(OC)(OC)CCCC1
1312,COC1(Br)C#CC(F)(F)CCCC1
1313,COC(=O)C1(F)C#CC(Br)(Br)CCCC1
1314,CC1(C)C#CC(Cl)(c2ccccc2)CCCC1
1315,CC1C#CC(Cl)(Cl)CCCC1
1316,CNC(=O)C1(C(=O)NC)C#CC(Cl)CCCC1
1317,FC1(F)C#CC(F)(F)CCCC1
1318,N#CC1(C#N)C#CC(Br)(C(F)(F)F)CCCC1
1319,CNC(=O)C1(Br)C#CC(C)(C)CCCC1
1320,N#CC1(C#N)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1321,COC1(F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1322,COC(=O)C1(C(=O)OC)C#CC(C(C)=O)(C(F)(F)F)CCCC1
1323,CC(=O)C1(C(F)(F)F)C#CCCCCC1
1324,CNC(=O)C1(C(=O)OC)C#CC(C(C)=O)(C(C)=O)CCCC1
1325,COC(=O)C1(C(=O)OC)C#CC(C)CCCC1
1326,COC1(OC)C#CC(C)(Br)CCCC1
1327,COC(=O)C1(C(=O)OC)C#CC(c2ccccc2)(C(F)(F)F)CCCC1
1328,CNC(=O)C1(c2ccccc2)C#CC(C#N)(C#N)CCCC1
1329,COC(=O)C1(OC)C#CC(Cl)(Cl)CCCC1
1330,CNC(=O)C1(C(=O)NC)C#CC(Cl)(OC)CCCC1
1331,CC1(C)C#CC(F)CCCC1
1332,COC(=O)C1(OC)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1333,CC(=O)C1(Cl)C#CC(Cl)(Cl)CCCC1
1334,COC(=O)C1(C(=O)OC)C#CC(OC)(OC)CCCC1
1335,CNC(=O)C1(C(C)=O)C#CC(C(=O)OC)(C(=O)OC)CCCC1
1336,CC1(c2ccccc2)C#CC(F)(F)CCCC1
1337,CC1C#CC(C#N)(C#N)CCCC1
1338,COC(=O)C1(C(C)=O)C#CC(OC)(OC)CCCC1
1339,COC(=O)C1(C#N)C#CC(C(C)=O)(C(C)=O)CCCC1
1340,CC1(Cl)C#CC(C#N)(C#N)CCCC1
1341,FC1C#CC(F)(F)CCCC1
1342,CNC(=O)C1(F)C#CC(F)(F)CCCC1
1343,FC1(c2ccccc2)C#CC(Br)(Br)CCCC1
1344,ClC1(Br)C#CC(Br)(Br)CCCC1
1345,CC(=O)C1(Br)C#CCCCCC1
1346,CC(=O)C1(C(F)(F)F)C#CCCCCC1
1347,CC(=O)C1(Br)C#CC(C(C)=O)(C(C)=O)CCCC1
1348,COC(=O)C1(c2ccccc2)C#CC(Cl)(Cl)CCCC1
1349,CC(=O)C1(Br)C#CC(C)(C)CCCC1
1350,COC(=O)C1(C(C)=O)C#CC(F)(F)CCCC1
1351,COC1(OC)C#CC(C(C)=O)(C(C)=O)CCCC1
1352,COC(=O)C1(C(F)(F)F)C#CC(Br)(Br)CCCC1
1353,CNC(=O)C1(C(=O)OC)C#CC(Br)(Br)CCCC1
1354,N#CC1(C#N)C#CC(F)(F)CCCC1
1355,COC1(OC)C#CC(F)(F)CCCC1
1356,CNC(=O)C1C#CC(Br)(Br)CCCC1
1357,CC(=O)C1(C(C)=O)C#CC(Cl)(C(F)(F)F)CCCC1
1358,FC(F)(F)C1(c2ccccc2)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1359,COC(=O)C1(C(F)(F)F)C#CC(C(C)=O)(C(C)=O)CCCC1
1360,CNC(=O)C1(C(C)=O)C#CC(C)(C)CCCC1
1361,CC(=O)C1(C(C)=O)C#CC(C)(Cl)CCCC1
1362,COC(=O)C1(C(=O)OC)C#CC(C#N)(C(F)(F)F)CCCC1
1363,COC(=O)C1(C#N)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1364,CC(=O)C1(C(F)(F)F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1365,COC(=O)C1(c2ccccc2)C#CC(OC)(OC)CCCC1
1366,BrC1(c2ccccc2)C#CCCCCC1
1367,FC(F)(F)C1(C(F)(F)F)C#CC(Cl)(c2ccccc2)CCCC1
1368,CC(=O)C1(C(C)=O)C#CC(C)CCCC1
1369,CC1(C)C#CC(C#N)(C(F)(F)F)CCCC1
1370,COC(=O)C1C#CC(C)(C)CCCC1
1371,BrC1(Br)C#CC(c2ccccc2)CCCC1
1372,COC(=O)C1(C(C)=O)C#CC(C(=O)OC)(C(=O)OC)CCCC1
1373,N#CC1(Br)C#CC(Cl)(Cl)CCCC1
1374,CC1(C)C#CC(C#N)(C(F)(F)F)CCCC1
1375,COC(=O)C1(C#N)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1376,CNC(=O)C1(C(=O)NC)C#CC(OC)(C(F)(F)F)CCCC1
1377,CNC(=O)C1(C(C)=O)C#CC(Cl)(Cl)CCCC1
1378,N#CC1(C#N)C#CC(c2ccccc2)(C(F)(F)F)CCCC1
1379,COC1(C)C#CC(F)(F)CCCC1
1380,FC(F)(F)C1(c2ccccc2)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1381,CNC(=O)C1(Br)C#CC(F)(F)CCCC1
1382,COC(=O)C1(C(=O)OC)C#CC(F)(C(C)=O)CCCC1
1383,COC1C#CC(C)(C)CCCC1
1384,ClC1(Br)C#CCCCCC1
1385,CNC(=O)C1C#CC(C)(C)CCCC1
1386,CC(=O)C1(C(C)=O)C#CC(C)(F)CCCC1
1387,FC1(F)C#CC(Cl)(C(F)(F)F)CCCC1
1388,COC(=O)C1(C(=O)OC)C#CC(F)(F)CCCC1
1389,CNC(=O)C1(F)C#CC(C(C)=O)(C(C)=O)CCCC1
1390,COC1C#CC(Br)(Br)CCCC1
1391,CC1(C)C#CC(c2ccccc2)(C(F)(F)F)CCCC1
1392,CNC(=O)C1(C(C)=O)C#CC(C#N)(C#N)CCCC1
1393,CNC(=O)C1(C(=O)NC)C#CC(F)(C(C)=O)CCCC1
1394,COC1(F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1395,COC(=O)C1(C#N)C#CCCCCC1
1396,COC(=O)C1C#CC(F)(F)CCCC1
1397,N#CC1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1398,CC(=O)C1(C(C)=O)C#CC(F)(F)CCCC1
1399,CC(=O)C1(C(C)=O)C#CC(C)(Cl)CCCC1
1400,COC(=O)C1(C)C#CC(F)(F)CCCC1
1401,COC1(C(F)(F)F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1402,CC1(C(F)(F)F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1403,COC1(OC)C#CC(F)CCCC1
1404,CNC(=O)C1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1405,CC(=O)C1(C(F)(F)F)C#CC(C)(C)CCCC1
1406,N#CC1(C#N)C#CC(C#N)(C#N)CCCC1
1407,COC1(c2ccccc2)C#CC(Cl)(Cl)CCCC1
1408,CC(=O)C1(C(C)=O)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1409,CNC(=O)C1(c2ccccc2)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1410,COC1(C)C#CC(C#N)(C#N)CCCC1
1411,CNC(=O)C1(OC)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1412,ClC1(Cl)C#CCCCCC1
1413,CC1C#CC(c2ccccc2)(c2ccccc2)CCCC1
1414,COC1(C#N)C#CCCCCC1
1415,CNC(=O)C1(C(=O)NC)C#CC(C(=O)OC)(C(=O)OC)CCCC1
1416,CC1(C)C#CC(Cl)(Br)CCCC1
1417,CC(=O)C1(C(C)=O)C#CC(Cl)(Br)CCCC1
1418,FC1(Br)C#CC(Cl)(Cl)CCCC1
1419,FC(F)(F)C1(C(F)(F)F)C#CC(Cl)(Cl)CCCC1
1420,COC(=O)C1(C(=O)OC)C#CC(C(C)=O)CCCC1
1421,CNC(=O)C1(OC)C#CC(C)(C)CCCC1
1422,N#CC1C#CC(c2ccccc2)(c2ccccc2)CCCC1
1423,COC1(C(F)(F)F)C#CC(F)(F)CCCC1
1424,CNC(=O)C1(C#N)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1425,CNC(=O)C1(C(=O)NC)C#CC(C#N)(C(F)(F)F)CCCC1
1426,ClC1C#CCCCCC1
1427,CNC(=O)C1(C(=O)NC)C#CC(C(=O)OC)(C(F)(F)F)CCCC1
1428,CNC(=O)C1C#CC(Cl)(Cl)CCCC1
1429,CC1(C(F)(F)F)C#CC(F)(F)CCCC1
1430,N#CC1(Cl)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1431,CC1(C(F)(F)F)C#CC(C#N)(C#N)CCCC1
1432,CNC(=O)C1(C(=O)NC)C#CC(OC)CCCC1
1433,COC(=O)C1(C(C)=O)C#CC(C(C)=O)(C(C)=O)CCCC1
1434,N#CC1(C#N)C#CC(Cl)(C(F)(F)F)CCCC1
1435,CC1C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1436,CC(=O)C1(C(C)=O)C#CC(F)(Cl)CCCC1
1437,CNC(=O)C1C#CC(Cl)(Cl)CCCC1
1438,CC(=O)C1(F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1439,CNC(=O)C1(Cl)C#CC(F)(F)CCCC1
1440,C1#CC(c2ccccc2)(c2ccccc2)CCCCC1(c1ccccc1)c1ccccc1
1441,COC(=O)C1(Br)C#CC(F)(F)CCCC1
1442,CNC(=O)C1(Cl)C#CC(C(=O)OC)(C(=O)OC)CCCC1
1443,CNC(=O)C1(C(F)(F)F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1444,CNC(=O)C1(F)C#CC(C(=O)NC)(C(=O)NC)CCCC1
1445,FC1(F)C#CC(Cl)(Cl)CCCC1
1446,FC1(Br)C#CCCCCC1
1447,CNC(=O)C1(OC)C#CC(C#N)(C#N)CCCC1
1448,CC1(C)C#CC(Br)(C#N)CCCC1
1449,CNC(=O)C1(C(=O)NC)C#CC(Cl)(OC)CCCC1
1450,COC1C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1451,CC(=O)C1(C(C)=O)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1452,FC1C#CC(c2ccccc2)(c2ccccc2)CCCC1
1453,COC(=O)C1(C)C#CC(C)(C)CCCC1
1454,N#CC1(C(F)(F)F)C#CCCCCC1
1455,COC1(Br)C#CC(C(C)=O)(C(C)=O)CCCC1
1456,COC(=O)C1(C)C#CC(C(=O)OC)(C(=O)OC)CCCC1
1457,FC1(F)C#CC(Cl)(Br)CCCC1
1458,COC(=O)C1(OC)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1459,CNC(=O)C1C#CC(C#N)(C#N)CCCC1
1460,COC1(OC)C#CC(c2ccccc2)(C(F)(F)F)CCCC1
1461,COC1(C(C)=O)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1462,COC(=O)C1C#CC(c2ccccc2)(c2ccccc2)CCCC1
1463,COC(=O)C1(C(=O)OC)C#CC(C#N)CCCC1
1464,ClC1(Cl)C#CC(c2ccccc2)CCCC1
1465,CNC(=O)C1(C(=O)NC)C#CC(C)(OC)CCCC1
1466,CNC(=O)C1(F)C#CC(C(=O)NC)(C(=O)NC)CCCC1
1467,CNC(=O)C1(C(=O)NC)C#CC(c2ccccc2)CCCC1
1468,C1#CC(c2ccccc2)(c2ccccc2)CCCCC1c1ccccc1
1469,COC(=O)C1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1470,CNC(=O)C1(Br)C#CC(F)(F)CCCC1
1471,N#CC1(C(F)(F)F)C#CC(Br)(Br)CCCC1
1472,COC(=O)C1(Cl)C#CC(C(C)=O)(C(C)=O)CCCC1
1473,CC1(C#N)C#CC(F)(F)CCCC1
1474,N#CC1(c2ccccc2)C#CC(Br)(Br)CCCC1
1475,COC1(Br)C#CC(Br)(Br)CCCC1
1476,COC1(C)C#CC(C#N)(C#N)CCCC1
1477,COC(=O)C1(C(=O)OC)C#CC(Br)(C(C)=O)CCCC1
1478,CNC(=O)C1(C(=O)NC)C#CC(C(C)=O)(C(F)(F)F)CCCC1
1479,COC1(C#N)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1480,CC1(C)C#CC(F)(C(F)(F)F)CCCC1
1481,CC(=O)C1(C(C)=O)C#CC(Br)(C(F)(F)F)CCCC1
1482,COC1(OC)C#CC(C)CCCC1
1483,COC1(OC)C#CC(OC)(C(F)(F)F)CCCC1
1484,COC1(OC)C#CC(C#N)(C#N)CCCC1
1485,COC(=O)C1(C#N)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1486,CC(=O)C1(C(C)=O)C#CC(Cl)(c2ccccc2)CCCC1
1487,COC1(OC)C#CC(C(C)=O)(c2ccccc2)CCCC1
1488,COC(=O)C1(C(=O)OC)C#CC(Cl)CCCC1
1489,COC1(C)C#CC(Br)(Br)CCCC1
1490,CC(=O)C1(Br)C#CC(F)(F)CCCC1
1491,N#CC1(Br)C#CC(Br)(Br)CCCC1
1492,CC1(C)C#CC(C#N)(C#N)CCCC1
1493,CC(=O)C1(C#N)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1494,COC1(F)C#CC(F)(F)CCCC1
1495,CC(=O)C1(C(C)=O)C#CC(F)(C#N)CCCC1
1496,CC1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1497,FC1(F)C#CC(F)(F)CCCC1
1498,COC1(OC)C#CC(C#N)CCCC1
1499,CC1(C#N)C#CC(c2ccccc2)(c2ccccc2)CCCC1
